game,round,player,emotional_state,action,explanation
cb739231-953e-4b64-9075-297904501f5f,1,Пользователь_1,"('радостный', 'радостный')",take,"

радостный игрок более склонен к риску и проявлению решительности, поэтому в данной ситуации есть смысл попытаться получить большую стопку монет "
d2f03ac2-9de4-4949-afba-1a5b42c48733,1,Пользователь_1,"('радостный', 'радостный')",take,"

это лучший выбор в данной ситуации, так как на первом ходу есть возможность забрать себе стопку из четырёх монет  после этого игра может развиваться по-разному, но начало с четырёх монет даёт преимущество перед началом с одной монетой "
9cccbbae-e14f-4d16-8fa2-33c507e8481f,1,Пользователь_1,"('радостный', 'радостный')",take,"

на ход в первом раунде может повлиять желание получить преимущество перед соперником и заработать больше монет "
34bcc75f-d06f-4fc6-8331-517f4c9e88a8,1,Пользователь_1,"('радостный', 'радостный')",take,"

поскольку это первый раунд, то у обоих игроков по одной стопке — в 4 и 1 монету соответственно  если оба игрока выберут «пас», то уже во втором раунде количество монет удвоится и стопки будут по 8 и 2 монеты  у второго игрока будет больше возможностей для манёвра, а у первого — нет  поэтому имеет смысл забрать себе большую стопку в начале игры "
1da945c9-bf23-4957-8d77-3dc3d6e52917,1,Пользователь_1,"('радостный', 'радостный')",take,"

в начале игры у меня две стопки монет: 4 монеты и 1 монета  мой оппонент тоже начинает с равным количеством монет  я могу увеличить своё преимущество, взяв большую стопку монет и отдав меньшую оппоненту  это позволит мне получить больше монет в конце игры, поскольку второй игрок будет вынужден делить большую стопку пополам, если наберёт её на одном из следующих ходов "
8bf68dd2-e1bd-4243-9d14-722c9a9eec76,1,Пользователь_1,"('радостный', 'радостный')",take,"

в начале игры у меня две стопки монет: одна содержит 4 монеты, а другая — 1 монету  у меня есть два возможных хода: либо взять большую стопку монет и отдать меньшую сточку сопернику, либо спасовать и передать обе стопки через стол  поскольку мой соперник также выбирает действия, исходя из своего эмоционального состояния, предположим, что он также выберет действие «взять»  если я спасую, мы оба удвоим количество монет в каждой стопке"
823ad1a5-3fa1-4589-a157-e6ef8380e256,1,Пользователь_1,"('радостный', 'радостный')",take,"

в начале игры у меня две стопки монет: 4 и 1 монета  у меня есть два возможных хода: либо «взять» большую стопку монет и отдать меньшую стопку оппоненту, либо «пасануть» обе стопки через стол 

у меня радостное настроение, поэтому хочется получить побольше монет, а для этого нужно выбрать действие «взять» "
656190e0-fd7e-431d-b16c-a10ae369194e,1,Пользователь_1,"('радостный', 'радостный')",take,"

в начале игры у первого игрока две стопки монет: 4 и 1  если на первом ходу «взять» большую стопку, она будет состоять из 4 монет, что больше одной монеты в другой стопке  в этом случае можно забрать стопку себе и выиграть "
a6d77a06-7722-4eb1-8506-060365123827,1,Пользователь_1,"('радостный', 'радостный')",take,"

так как это первый раунд, я предполагаю, что выгоднее взять большую стопку монет  даже если оппонент в следующем раунде тоже возьмёт эту стопку, у меня останется две монеты, а у него — одна  если же оппонент пасует, я смогу выиграть ещё больше монет "
03d0a73f-1366-439d-96e2-3c2db5c885c0,1,Пользователь_1,"('радостный', 'радостный')",take,"

в первом раунде игры нужно попытаться забрать себе как можно больше монет, чтобы получить преимущество перед соперником в следующих раундах  если оба игрока возьмут по стопке в первом раунде, то потом будут передавать удвоенные стопки "
